agency_id,route_id,route_long_name,route_short_name,route_desc,route_type
DIMTS,388,281ADOWN,281ADOWN,A Block Dilshad Garden Bloomfield Public School to Kendriya Terminal (Pt. Pant Marg),3
DIMTS,389,281AUP,281AUP,KENDRIYA TERMINAL / Gurudwara Rakab Gunj to A Block Dilshad Garden Bloomfield Public School,3
DIMTS,390,281DOWN,281DOWN,Dilshad Garden Depot Cluster to Kendriya Terminal (Church Road) /  North Block Lane,3
DIMTS,391,281STLDOWN,281STLDOWN,New Seema Puri to Yamuna Vihar C-Block / Yamuna Vihar Cluster Depot,3
DIMTS,392,281STLUP,281STLUP,Yamuna Vihar Cluster Depot to Dilshad Garden Depot Cluster,3
DIMTS,393,281UP,281UP,Kendriya Terminal / Gurudwara Rakab Ganj to New Seema Puri,3
DIMTS,395,307LNKSTLDOWN,307LNKSTLDOWN,Trilok Puri 13 Block to Indraprastha Depot,3
DIMTS,396,307LNKSTLUP,307LNKSTLUP,Indraprastha Depot to Trilokpuri 13 Block,3
DIMTS,397,307LSTLDOWN,307LSTLDOWN,Trilok Puri 27 Block Terminal to Indraprastha Depot,3
DIMTS,398,307LSTLUP,307LSTLUP,Indraprastha Depot to Trilok Puri 27 Block Terminal,3
DIMTS,399,307STLDOWN,307STLDOWN,Indraprastha Depot to Ajmeri Gate / Kamla Market,3
DIMTS,400,307STLUP,307STLUP,Kamla Market / Ajmeri Gate / N.D RLY STATION GATE NO-2 to Indraprastha Depot,3
DIMTS,403,310STLDOWN,310STLDOWN,Jheel Terminal to Rajghat Depot,3
DIMTS,404,310STLUP,310STLUP,Rajghat Depot to Jheel Terminal,3
DIMTS,406,311ADOWN,311ADOWN,ISBT Anand Vihar Terminal to Hamdard Nagar / Sangam Vihar,3
DIMTS,407,311AUP,311AUP,Hamdard Nagar / Sangam Vihar to ISBT Anand Vihar Terminal,3
DIMTS,408,317DOWN,317DOWN,Shahdara Terminal to Shivaji Stadium Terminal,3
DIMTS,409,317STLDOWN,317STLDOWN,Shahdara Terminal to Indraprastha Depot,3
DIMTS,410,317STLUP,317STLUP,Indraprastha Depot to Shahdara Terminal,3
DIMTS,411,317UP,317UP,Shivaji Stadium Terminal ( Connaught Place ) to Shahdara Terminal,3
DIMTS,412,318STLUP,318STLUP,Sarai Kale Khan ISBT to Indraprastha Depot,3
DIMTS,413,320DOWN,320DOWN,Shahdara Terminal to Kendriya Terminal (Church Road) /  North Block Lane,3
DIMTS,414,320UP,320UP,Kendriya Terminal (Church Road) to Shahdara Terminal,3
DIMTS,415,334DOWN,334DOWN,Mehrauli Terminal to Delhi Sachivalaya (Rajghat Power House),3
DIMTS,416,334UP,334UP,Delhi Sachivalaya (Rajghat Power House) to Mehrauli Terminal,3
DIMTS,419,33ELINKSTLDOWN,33ELINKSTLDOWN,Ghazipur Depot (T) to New Seema Puri,3
DIMTS,420,33ELINKSTLUP,33ELINKSTLUP,Dilshad Garden Depot Cluster to Ghazipur Depot (T),3
DIMTS,421,33LINKSTLDOWN,33LINKSTLDOWN,ISBT Anand Vihar Terminal to New Seema Puri,3
DIMTS,422,33LINKSTLUP,33LINKSTLUP,Dilshad Garden Depot Cluster to ISBT Anand Vihar Terminal,3
DIMTS,423,33LNKSTLDOWN,33LNKSTLDOWN,ISBT Anand Vihar Terminal to Dilshad Garden Depot Cluster,3
DIMTS,424,33LNKSTLUP,33LNKSTLUP,Dilshad Garden Depot Cluster to ISBT Anand Vihar,3
DIMTS,427,340LSTLDOWN,340LSTLDOWN,Harsh Vihar Terminal to Indraprastha Depot,3
DIMTS,428,340LSTLUP,340LSTLUP,Indraprastha Depot to Harsh Vihar Terminal,3
DIMTS,429,340STLDOWN,340STLDOWN,Dilshad Garden Depot Cluster to Indraprastha Depot,3
DIMTS,430,340STLUP,340STLUP,Indraprastha Depot to New Seema Puri,3
DIMTS,432,344STLDOWN,344STLDOWN,Kalyan Puri Terminal to Indraprastha Depot,3
DIMTS,434,348LSTLDOWN,348LSTLDOWN,Rajghat Depot to Mori Gate Terminal,3
DIMTS,437,353STLDOWN,353STLDOWN,Yamuna Vihar Cluster Depot to Babarpur Ext Terminal,3
DIMTS,438,353STLUP,353STLUP,Babarpur Ext / Maujpur Crossing to Yamuna Vihar C-Block / Yamuna Vihar Cluster Depot,3
DIMTS,439,354DOWN,354DOWN,Shahdara Terminal to Inderlok Metro Station,3
DIMTS,440,354UP,354UP,Inderlok Metro Station to Shahdara Terminal,3
DIMTS,3127,356LINKSTLDOWN,356LINKSTLDOWN,Hamdard Nagar / Sangam Vihar to Okhla Depot IV CWS IIb / Tehkhand Village,3
DIMTS,3128,356LINKSTLUP,356LINKSTLUP,Okhla Depot IV CWS II to Hamdard Nagar / Sangam Vihar,3
DIMTS,447,359DOWN,359DOWN, Mayur Vihar Phase III (T) Paper Market to Shivaji Stadium Terminal,3
DIMTS,448,359UP,359UP,Shivaji Stadium Terminal ( Connaught Place ) to Mayur Vihar Phase III (T) Paper Market,3
DIMTS,449,370DOWN,370DOWN,Nand Nagari Terminal to Kendriya Terminal (Church Road) /  North Block Lane,3
DIMTS,450,370UP,370UP,Kendriya Terminal (Church Road) to Nand Nagari Terminal,3
DIMTS,451,375DOWN,375DOWN,A Block Dilshad Garden Bloomfield Public School to Nehru Place Terminal,3
DIMTS,452,375STLDOWN,375STLDOWN,A Block Dilshad Garden Bloomfield Public School to Dilshad Garden Depot Cluster,3
DIMTS,453,375STLUP,375STLUP,Dilshad Garden Depot Cluster to A Block Dilshad Garden Bloomfield Public School,3
DIMTS,454,375UP,375UP,Nehru Place Terminal to A Block Dilshad Garden Bloomfield Public School,3
DIMTS,456,378STLDOWN,378STLDOWN, Mayur Vihar Phase III (T) Paper Market to Indraprastha Depot,3
DIMTS,457,378STLUP,378STLUP,Indraprastha Depot to Mayur Vihar Phase III (T) Paper Market,3
DIMTS,459,380DOWN,380DOWN,Nand Nagari Terminal to Kendriya Terminal / Gurudwara Rakab Gunj,3
DIMTS,460,380UP,380UP,KENDRIYA TERMINAL / Gurudwara Rakab Gunj to Nand Nagari Terminal,3
DIMTS,461,390DOWN,390DOWN,Trilokpuri 13 Block to Kendriya Terminal (Church Road) /  North Block Lane,3
DIMTS,462,390UP,390UP,Kendriya Terminal (Church Road) to Trilok Puri 13 Block,3
DIMTS,464,391STLUP,391STLUP,Indraprastha Depot to Kalyan Puri Terminal,3
DIMTS,472,405ADOWN,405ADOWN,Badarpur Border (T) to Kashmere Gate City Bus Terminal,3
DIMTS,473,405AUP,405AUP,ISBT Kashmere Gate City Bus Terminal / ISBT Maharana Pratap Bus Terminal to Badarpur Border (T),3
DIMTS,3130,405DUP,405DUP,Delhi University / North Campus to Badarpur Border (T),3
DIMTS,2748,405EASTLDOWN,405EASTLDOWN,Kushak Nallah Depot to Supreme Court / Pragati Maidan Metro Station,3
DIMTS,2749,405EASTLUP,405EASTLUP,Supreme Court  to Kushak Nallah Depot,3
DIMTS,2750,405ELINKSTLDOWN,405ELINKSTLDOWN,Kushak Nallah Depot to Delhi Sectt Gate No 7 (End),3
DIMTS,2751,405ELINKSTLUP,405ELINKSTLUP,Delhi Sectt Gate No 7 (Start) to Kushak Nallah Depot,3
DIMTS,3131,405EUP,405EUP,Shri Ram College to Badarpur Border (T),3
DIMTS,476,408STLDOWN,408STLDOWN,Raghubir Nagar F Block to Keshopur Depot,3
DIMTS,477,408STLUP,408STLUP,Sunehari Pulla Depot / Jawahar Lal Nehru Stadium Terminal to Nizamuddin Railway Station,3
DIMTS,3133,411LNKSTLDOWN,411LNKSTLDOWN,Okhla Depot IV CWS II to Nizamuddin Railway Station,3
DIMTS,3134,411LNKSTLUP,411LNKSTLUP,Nizamuddin Railway Station to Okhla Depot IV CWS IIb / Tehkhand Village,3
DIMTS,483,412STLDOWN,412STLDOWN,Yamuna Vihar Cluster Depot to C 4 Yamuna Vihar crossing / Yamuna Vihar C-4 Terminal,3
DIMTS,484,412STLUP,412STLUP,C 4 Yamuna Vihar crossing / Yamuna Vihar C-4 Terminal to Yamuna Vihar C-Block / Yamuna Vihar Cluster Depot,3
DIMTS,488,419ADOWN,419ADOWN,Lado Sarai Firni Road (T) to Delhi Gate / Ambedkar Stadium / 	ARUN JETLI STADIUM,3
DIMTS,489,419AUP,419AUP,Delhi Gate to Lado Sarai Firni Road (T),3
DIMTS,492,422DOWN,422DOWN,Badarpur Border (T) to Kashmere Gate City Bus Terminal,3
DIMTS,493,422UP,422UP,ISBT Kashmere Gate City Bus Terminal / ISBT Maharana Pratap Bus Terminal to Badarpur Border (T),3
DIMTS,2752,425ADOWN,425ADOWN,Hamdard Nagar / Sangam Vihar to Delhi Gate / Ambedkar Stadium / 	ARUN JETLI STADIUM,3
DIMTS,2753,425AUP,425AUP,Delhi Gate to Hamdard Nagar / Sangam Vihar,3
DIMTS,506,433LINKSTLDOWN,433LINKSTLDOWN,Sunehari Pulla Depot / Jawahar Lal Nehru Stadium Terminal to New Delhi Railway Station Gate 2,3
DIMTS,507,433LINKSTLUP,433LINKSTLUP,New Delhi Railway Station Gate 2 to Sunehari Pulla Depot,3
DIMTS,2754,456ADOWN,456ADOWN,Ambedkar Nagar Depot to New Delhi Railway Station Gate 2,3
DIMTS,2755,456AUP,456AUP,New Delhi Railway Station Gate 2 to Ambedkar Nagar Depot,3
DIMTS,514,456DOWN,456DOWN,Hamdard Nagar / Sangam Vihar to New Delhi Railway Station Gate 2,3
DIMTS,515,456UP,456UP,New Delhi Railway Station Gate 2 to Hamdard Nagar / Sangam Vihar,3
DIMTS,522,473EDOWN,473EDOWN,Badarpur Border(T) to Sarai Kale Khan ISBT,3
DIMTS,3142,47ALNKSTLDOWN,47ALNKSTLDOWN,Okhla Depot IV CWS II to Tehkhand Depot DTC,3
DIMTS,3143,47ALNKSTLUP,47ALNKSTLUP,Tehkhand Depot DTC to Okhla Depot IV CWS IIb / Tehkhand Village,3
DIMTS,3144,47BDOWN,47BDOWN,Tehkhand Depot DTC to Kendriya Terminal (Pt. Pant Marg),3
DIMTS,3145,47BUP,47BUP,Kendriya Terminal (Pt. Pant Marg) to Tehkhand Depot DTC,3
DIMTS,2756,480STLDOWN,480STLDOWN,Krishi Bhawan  /  Rail Bhawan Metro Station /  Central Secretariat Metro Station to Kushak Nallah Depot,3
DIMTS,2757,480STLUP,480STLUP,Kushak Nallah Depot to Krishi Bhawan  /  Rail Bhawan Metro Station /  Central Secretariat Metro Station,3
DIMTS,3146,490LINKSTLUP,490LINKSTLUP,Okhla Depot IV CWS II to C R Park,3
DIMTS,529,502ADOWN,502ADOWN,Mehrauli Terminal to Delhi Gate,3
DIMTS,530,502AUP,502AUP,Delhi Gate to Mehrauli Terminal,3
DIMTS,537,507EDOWN,507EDOWN,Lajpat Nagar Ring Road / VINOBA PURI METRO STATAION to ARSD College / Dhaula Kuan,3
DIMTS,538,507EUP,507EUP,Dhaula Kuan ARSD College to Lajpat Nagar Ring Road / Vinoba Puri Metro Station,3
DIMTS,3147,511ASTLDOWN,511ASTLDOWN,Tehkhand Depot DTC to Badarpur Border (T),3
DIMTS,3148,511ASTLUP,511ASTLUP,Badarpur Border(T) to Tehkhand Depot DTC,3
DIMTS,3149,511BLNKSTLUP,511BLNKSTLUP,Okhla Depot IV CWS II to Aurobindo College,3
DIMTS,543,511DOWN,511DOWN,Dhaula Kuan ARSD College to Badarpur Border (T),3
DIMTS,544,511EDOWN,511EDOWN,Dhaula Kuan to Nehru Place Terminal,3
DIMTS,545,511EUP,511EUP,Nehru Place Terminal to ARSD College / Dhaula Kuan,3
DIMTS,546,511UP,511UP,Badarpur Border(T) to ARSD College / Dhaula Kuan,3
DIMTS,547,518DOWN,518DOWN,Uttam Nagar Terminal (Out Gate) to Nizamuddin Railway Station,3
DIMTS,548,518UP,518UP,Nizamuddin Railway Station to Uttam Nagar Terminal (In Gate),3
DIMTS,549,522BDOWN2,522BDOWN2,Inderpuri Krishi Kunj (T) to Lodhi Colony / LODHI ROAD CROSSING,3
DIMTS,550,522BUP,522BUP,Lodhi Colony / LODHI ROAD CROSSING to Inderpuri Krishi Kunj (T),3
DIMTS,553,523ADOWN,523ADOWN,Chhatarpur Ext / Nanda Hospital to ARSD College / Dhaula Kuan,3
DIMTS,554,523AUP,523AUP,Dhaula Kuan ARSD College to Chhatarpur Ext / Nanda Hospital,3
DIMTS,560,534EDOWN,534EDOWN,Nehru Place Terminal to ISBT Anand Vihar Terminal,3
DIMTS,561,534EUP,534EUP,ISBT Anand Vihar Terminal to Nehru Place Terminal,3
DIMTS,565,539DOWN,539DOWN,Qamruddin Nagar Terminal to Mehrauli Terminal,3
DIMTS,568,539UP,539UP,Mehrauli Terminal to Qamruddin Nagar Terminal,3
DIMTS,576,543ALSTLUP,543ALSTLUP,ISBT Anand Vihar Terminal to Indraprastha Depot,3
DIMTS,578,543BDOWN,543BDOWN,Lajpat Nagar Ring Road / Vinoba Puri Metro Station to ISBT Anand Vihar,3
DIMTS,579,543BUP,543BUP,ISBT Anand Vihar Terminal to Lajpat Nagar Ring Road / Vinoba Puri Metro Station,3
DIMTS,580,543ESTLDOWN,543ESTLDOWN,Ghazipur Depot (T) to ISBT Anand Vihar Terminal,3
DIMTS,581,543ESTLUP,543ESTLUP,ISBT Anand Vihar Terminal to Ghazipur Depot (T),3
DIMTS,3154,546ADOWN,546ADOWN,Hamdard Nagar / Sangam Vihar to ARSD College / Dhaula Kuan,3
DIMTS,3155,546AUP,546AUP,Dhaula Kuan to Hamdard Nagar / Sangam Vihar,3
DIMTS,584,546DOWN,546DOWN,Hamdard Nagar / Sangam Vihar to Uttam Nagar Terminal (In Gate),3
DIMTS,585,546UP,546UP,Uttam Nagar Terminal (Out Gate) to Hamdard Nagar / Sangam Vihar,3
DIMTS,589,567ASTLDOWN2,567ASTLDOWN2,Mundka Village Metro Station to Rani Khera Depot 2,3
DIMTS,590,567ASTLUP2,567ASTLUP2,Rani Khera Depot 2 to Mundka Village (Metro Station),3
DIMTS,592,567BDOWN2,567BDOWN2,Mundka Village (Metro Station) to Punjabi Bagh / Punjabi Bagh More,3
DIMTS,593,567BSTLDOWN,567BSTLDOWN,Ghuman Hera Depot 2 to Qamruddin Nagar Terminal,3
DIMTS,594,567BSTLUP,567BSTLUP,Qamruddin Nagar Terminal to Ghuman Hera Depot 2,3
DIMTS,595,567BUP2,567BUP2,Punjabi Bagh / Punjabi Bagh More to Mundka Village Metro Station,3
DIMTS,597,567STLDOWN,567STLDOWN,Ghuman Hera Depot 1 to Qamruddin Nagar Terminal,3
DIMTS,598,567STLUP,567STLUP,Qamruddin Nagar Terminal to Ghuman Hera Depot 1,3
DIMTS,600,568ADOWN,568ADOWN,Q Block Mangolpuri to Dhaula Kuan (Ring Road),3
DIMTS,601,568AUP,568AUP,Dhaula Kuan (Ring Road) to QBlock Mangolpuri,3
DIMTS,604,569ADOWN,569ADOWN,Sultan Puri (T) to Maya Puri Crossing Ring Road,3
DIMTS,605,569AUP,569AUP,Maya Puri Crossing (Ring Road) to Sultan Puri (T),3
DIMTS,606,569DOWN,569DOWN,Sultan Puri (T) to Safdurjung Terminal,3
DIMTS,607,569UP,569UP,Safdurjung Terminal to Sultan Puri (T),3
DIMTS,616,588DOWN,588DOWN,Uttam Nagar Terminal (Out Gate) to Sunehari Pulla Depot / Jawahar Lal Nehru Stadium Terminal,3
DIMTS,617,588LSTLDOWN,588LSTLDOWN,Hari Nagar Depot 3 to Dhaula Kuan ARSD College,3
DIMTS,618,588LSTLUP,588LSTLUP,ARSD College / Dhaula Kuan to Hari Nagar Depot,3
DIMTS,619,588UP,588UP,Sunehari Pulla Depot to Uttam Nagar Terminal,3
DIMTS,620,605ADOWN,605ADOWN,Vasant Kunj C8 (Vasant Kunj Road) to Delhi Gate / Ambedkar Stadium / 	ARUN JETLI STADIUM,3
DIMTS,621,605AUP,605AUP,Delhi Gate to Vasant Kunj C8 / Old Police Station C-8 Vasant Kunj,3
DIMTS,622,605DOWN,605DOWN,Old Police Station / C-8 Vasant Kunj to Mori Gate Terminal,3
DIMTS,623,605UP,605UP,Mori Gate Terminal to Vasant Kunj C8 / Old Police Station C-8 Vasant Kunj,3
DIMTS,624,611BDOWN,611BDOWN,Lajpat Nagar (Ring Road) to Mayur Vihar Phase III (T) Paper Market,3
DIMTS,625,611BUP,611BUP, Mayur Vihar Phase III (T) Paper Market to Lajpat Nagar Ring Road / VINOBA PURI METRO STATAION,3
DIMTS,627,611ESTLDOWN,611ESTLDOWN,Mayur Vihar Phase III (T) Paper Market to Ghazipur Depot (T),3
DIMTS,628,611ESTLUP,611ESTLUP,Ghazipur Depot (T) to  Mayur Vihar Phase III (T) Paper Market,3
DIMTS,629,611STLDOWN,611STLDOWN,Kushak Nallah Depot to Sarai Kale Khan ISBT,3
DIMTS,630,611STLUP,611STLUP,ISBT Sarai Kale Khan to Kushak Nallah Depot,3
DIMTS,635,623LNKSTLDOWN,623LNKSTLDOWN,Dilshad Garden Depot Cluster to Shahdara Terminal,3
DIMTS,636,623LNKSTLUP,623LNKSTLUP,Shahdra Terminal to New Seema Puri,3
DIMTS,638,628DOWN,628DOWN,Uttam Nagar Terminal (Out Gate) to Safdurjung Terminal,3
DIMTS,639,628LSTLDOWN,628LSTLDOWN,Ghuman Hera Depot 1 to Uttam Nagar Terminal (Out Gate),3
DIMTS,640,628LSTLUP,628LSTLUP,Uttam Nagar Terminal to Ghuman Hera Depot 1,3
DIMTS,641,628STLDOWN,628STLDOWN,Ghuman Hera Depot 1 to Uttam Nagar Terminal (Out Gate),3
DIMTS,642,628STLUP,628STLUP,Uttam Nagar Terminal (In Gate) to Ghuman Hera Depot 1,3
DIMTS,643,628UP,628UP,Safdurjung Terminal to Uttam Nagar Terminal (In Gate),3
DIMTS,654,706ADOWN,706ADOWN,Kapashera Border to Kendriya Terminal (Pt. Pant Marg),3
DIMTS,655,706AUP,706AUP,Kendriya Terminal / Gurudwara Rakab Gunj to Kapashera Border,3
DIMTS,656,706DOWN,706DOWN,Kapashera Border to Mori Gate Terminal,3
DIMTS,657,706UP,706UP,Mori Gate Terminal to Kapashera Border,3
DIMTS,658,708STLDOWN,708STLDOWN,Dichau Kalan Depot to Najafgarh Terminal,3
DIMTS,659,708STLUP,708STLUP,Najafgarh Terminal to Dichau Kalan Depot,3
DIMTS,662,709ADOWN,709ADOWN,Sultan Puri (T) to Rajdhani College ,3
DIMTS,663,709AUP,709AUP,Rajdhani College Raja Garden to Sultan Puri (T),3
DIMTS,664,709DOWN,709DOWN,Mangolpuri DDA Market  /  Mangol Puri S Block to IGI Airport Terminal 2 (Air India Office),3
DIMTS,665,709UP,709UP,IGI Airport Terminal 2 (Air India Office) to Sultan Puri (T),3
DIMTS,670,712DOWN,712DOWN,Kapashera Border to Shivaji Stadium Terminal,3
DIMTS,671,712UP,712UP,Shivaji Stadium Terminal to Kapashera Border,3
DIMTS,673,715STLDOWN2,715STLDOWN2,Mehrauli Terminal to Vasant Kunj C8 (Vasant Kunj Road),3
DIMTS,674,715STLUP2,715STLUP2,Vasant Kunj C8 (Vasant Kunj Road) to Mehrauli Terminal,3
DIMTS,678,717CDOWN2,717CDOWN2,IGI Airport Terminal 2 (Air India Office) to Ambedkar Nagar Depot,3
DIMTS,679,717CDOWN3,717CDOWN3,Shahbad Mohammadpur to Mahipal Pur Crossing,3
DIMTS,680,717CUP2,717CUP2,Ambedkar Nagar Depot to IGI Airport Terminal 2 (Air India Office),3
DIMTS,681,717CUP3,717CUP3,Mahipal Pur Crossing to Shahbad Mohammad Pur Village,3
DIMTS,684,717EDOWN,717EDOWN,Kapashera Border to Ambedkar Nagar Depot,3
DIMTS,685,717EUP,717EUP,Ambedkar Nagar Depot to Kapashera Border,3
DIMTS,3158,717LINKSTLUP,717LINKSTLUP,Okhla Depot IV CWS II to C9 Vasant Kunj,3
DIMTS,686,717STLDOWN2,717STLDOWN2,Dwarka Sec 22 Cluster Depot to Shahbad Mohammad Pur Village,3
DIMTS,687,717STLUP2,717STLUP2,Shahbad Mohammadpur to Dwarka sector 22 Cluster Depot,3
DIMTS,690,719ADOWN,719ADOWN,Kapashera Border to Sunehari Pulla Depot / Jawahar Lal Nehru Stadium Terminal,3
DIMTS,691,719AUP,719AUP,Sunehari Pulla Depot to Kapashera Border,3
DIMTS,692,719DOWN,719DOWN,Pandwala Kalan (T) to Sunehari Pulla Depot / Jawahar Lal Nehru Stadium Terminal,3
DIMTS,695,719UP,719UP,Sunehari Pulla Depot to Pandwala Khurd,3
DIMTS,696,721BDOWN,721BDOWN,D Block Janak Puri to ISBT Kashmiri Gate,3
DIMTS,697,721BUP,721BUP,ISBT Kashmere Gate City Bus Terminal / ISBT Maharana Pratap Bus Terminal to D Block Janak Puri,3
DIMTS,700,722DOWN,722DOWN,Nanak Heri Border to Delhi Sachivalaya (Rajghat Power House),3
DIMTS,701,722UP,722UP,Delhi Sachivalaya (Rajghat Power House) to Nanak Heri Border,3
DIMTS,706,724BDOWN3,724BDOWN3,Uttam Nagar Terminal (In Gate) to South Moti Bagh (Ring Road) / Moti Bagh / Rao Tula Ram Marg,3
DIMTS,707,724BUP3,724BUP3,South Moti Bagh (Ring Road) / MOTI BAGH to Uttam Nagar Terminal (In Gate),3
DIMTS,2760,727BDOWN,727BDOWN,BINDA PUR TERMINAL to Sunehari Pulla Depot,3
DIMTS,2761,727BUP,727BUP,Sunehari Pulla Depot / Jawahar Lal Nehru Stadium Terminal to BINDA PUR TERMINAL,3
DIMTS,712,727DOWN,727DOWN,Dwarka More Metro Station (Terminal) to Sunehari Pulla Depot,3
DIMTS,713,727UP,727UP,Sunehari Pulla Depot / Jawahar Lal Nehru Stadium Terminal to Dwarka More Metro Station (Terminal),3
DIMTS,714,728ADOWN,728ADOWN,Shyam Vihar pahse 1 to New Delhi Railway Station Gate 2,3
DIMTS,715,728AUP,728AUP,New Delhi Railway Station Gate 2 to Shyam Vihar pahse 1,3
DIMTS,3159,728BDOWN,728BDOWN,Goyla Dairy / Nehru Bus Stand to Dhaula Kuan (Ring Road),3
DIMTS,3160,728BUP,728BUP,Dhaula Kuan to Goyla Dairy / Nehru Bus Stand,3
DIMTS,716,728EDOWN,728EDOWN,Kair Depot to New Delhi Railway Station Gate 2,3
DIMTS,717,728EUP,728EUP,New Delhi Railway Station Gate 2 to Kair Depot,3
DIMTS,718,728LNKSTLDOWN,728LNKSTLDOWN,Kair Depot to Dichau Kalan Depot,3
DIMTS,719,728LNKSTLUP,728LNKSTLUP,Dichau Kalan Depot to Kair Depot,3
DIMTS,720,729BDOWN,729BDOWN,Kapashera Border to Kendriya Terminal (Pt. Pant Marg),3
DIMTS,721,729BUP,729BUP,Kendriya Terminal (Pt. Pant Marg) to Kapashera Border,3
DIMTS,731,73LNKSTLDOWN,73LNKSTLDOWN,Rajghat Depot to ISBT Anand Vihar Terminal,3
DIMTS,732,73LNKSTLUP,73LNKSTLUP,ISBT Anand Vihar Terminal to Rajghat Depot,3
DIMTS,2762,741BDOWN,741BDOWN,Jonti Village Shivalaya / Jonti Village to Mangol Puri Y Block,3
DIMTS,2763,741BUP,741BUP,Mangolpuri Y Block to Jonti Village,3
DIMTS,738,741DOWN,741DOWN,Jonti Village Shivalaya / Jonti Village to Mangla Puri Terminal,3
DIMTS,739,741STLDOWN,741STLDOWN,Jonti Village Shivalaya / Jonti Village to Bawana Sec 5 Cluster Depot,3
DIMTS,740,741STLUP,741STLUP,Bawana Sec 5 Cluster Depot to Jonti Village,3
DIMTS,741,741UP,741UP,Mangla Puri Terminal to Jonti Village,3
DIMTS,742,743BDOWN,743BDOWN,Pochan Pur Village Dwarka Sec 23 to Sarai Kale Khan ISBT,3
DIMTS,743,743BUP,743BUP,ISBT Sarai Kale Khan to Pochan Pur Village Dwarka Sec 23,3
DIMTS,3161,743EDOWN,743EDOWN,Pochan Pur Village Dwarka Sec 23 to R K PURAM SEC1 2,3
DIMTS,3162,743EUP,743EUP,RK Puram Sec 1 to Pochan Pur Village Dwarka Sec 23,3
DIMTS,744,743LSTLDOWN,743LSTLDOWN,Pochan Pur Village Dwarka Sec 23 to Dwarka Sec 22 Cluster Depot,3
DIMTS,745,743LSTLUP,743LSTLUP,Dwarka sector 22 Cluster Depot to Pochan Pur Village Dwarka Sec 23,3
DIMTS,746,745DOWN,745DOWN,Daulat Pur Village /  DaulatPur to Sunehari Pulla Depot / Jawahar Lal Nehru Stadium Terminal,3
DIMTS,2764,745LSTLDOWN,745LSTLDOWN,Kair Depot to Daulat Pur Village /  DaulatPur,3
DIMTS,2765,745LSTLUP,745LSTLUP,Daulat Pur Village /  DaulatPur to Kair Depot,3
DIMTS,749,745UP,745UP,Sunehari Pulla Depot to Daulat Pur Village /  DaulatPur,3
DIMTS,750,751DOWN,751DOWN,Dwarka More Metro Station (Terminal) to Kamla Market / Ajmeri Gate / N.D RLY STATION GATE NO-2,3
DIMTS,751,751UP,751UP,Ajmeri Gate / Kamla Market to Dwarka More Metro Station (Terminal),3
DIMTS,760,763ADOWN,763ADOWN,Nizamuddin Railway Station to Mayapuri Depot Crossing,3
DIMTS,761,763AUP,763AUP,Maya Puri Depot to Nizamuddin Railway Station,3
DIMTS,762,763DOWN,763DOWN,Nizamuddin Railway Station to Uttam Nagar Terminal (In Gate),3
DIMTS,763,763UP,763UP,Uttam Nagar Terminal (Out Gate) to Nizamuddin Railway Station,3
DIMTS,769,770ALTDDOWN,770ALTDDOWN,Surehra Village to Krishi Bhawan,3
DIMTS,770,770ALTDUP,770ALTDUP,Krishi Bhawan  /  Rail Bhawan Metro Station /  Central Secretariat Metro Station to Surehra Village,3
DIMTS,771,770ASTLDOWN2,770ASTLDOWN2,Madhu Vihar to Dwarka sector 22 Cluster Depot,3
DIMTS,772,770ASTLUP2,770ASTLUP2,Dwarka Sec 22 Cluster Depot to Madhu Vihar,3
DIMTS,774,770CDOWN,770CDOWN,Madhu Vihar to KENDRIYA TERMINAL / Gurudwara Rakab Gunj,3
DIMTS,775,770CUP,770CUP,Kendriya Terminal / Gurudwara Rakab Gunj to Madhu Vihar,3
DIMTS,776,772ASTLDOWN,772ASTLDOWN,Dwarka Sec 22 Cluster Depot to Dwarka Sec 8 Metro Station,3
DIMTS,777,772ASTLUP,772ASTLUP,Dwarka Sec8 Metro Station to Dwarka Sec 22 Cluster Depot,3
DIMTS,778,772DOWN,772DOWN,IGI Airport Terminal 2 (Air India Office) to Uttam Nagar Terminal (In Gate),3
DIMTS,779,772UP,772UP,Uttam Nagar Terminal (Out Gate) to IGI Airport Terminal 2 (Air India Office),3
DIMTS,780,773DOWN,773DOWN,Bharthal Village to Delhi Sachivalaya (Rajghat Power House),3
DIMTS,781,773UP,773UP,Delhi Sachivalaya (Rajghat Power House) to Bharthal Village (Shyam Mandir),3
DIMTS,782,774BDOWN,774BDOWN,District Court / Indira Gandhi Hospital/ NHAI Building / Dwarka Sec-10 Metro Station to Vasant Vihar Depot (Nelson Mandela Marg),3
DIMTS,783,774BUP,774BUP,Vasant Vihar Depot / Poorvi Marg RK Puram Sec 5 to District Court / Indira Gandhi Hospital/ NHAI Building / Dwarka Sec-10 Metro Station,3
DIMTS,784,774DOWN,774DOWN,District Court / Indira Gandhi Hospital/ NHAI Building / Dwarka Sec-10 Metro Station to Badarpur Border (T),3
DIMTS,785,774UP,774UP,Badarpur Border(T) to District Court / Indira Gandhi Hospital/ NHAI Building / Dwarka Sec-10 Metro Station,3
DIMTS,786,775EDOWN,775EDOWN,Pochan Pur Village Dwarka Sec 23 to New Delhi Railway Station Gate 2,3
DIMTS,787,775EUP,775EUP,New Delhi Railway Station Gate 2 to Pochan Pur Village Dwarka Sec 23,3
DIMTS,788,775LINKSTLDOWN,775LINKSTLDOWN,Mangla Puri Terminal to Dwarka Sec 22 Cluster Depot,3
