agency_id,route_id,route_long_name,route_short_name,route_desc,route_type
DTC,1655,181AUP,181AUP,Nizamuddin Railway Station to Jahangirpuri EBlock,3
DTC,1656,181DOWN,181DOWN,E Block Jahangir Puri Terminal to Nizamuddin Railway Station,3
DTC,1657,181UP,181UP,Nizamuddin Railway Station to Jahangirpuri EBlock,3
DTC,1658,182ADOWN,182ADOWN,Kanjhawala Depot (Narela Road) to ISBT Kashmere Gate Terminal,3
DTC,3396,182ASTLDOWN,182ASTLDOWN,Kanjhawala Village (T) to Rohini Sec 37 E Bus Depot,3
DTC,3397,182ASTLUP,182ASTLUP,Rohini Sec 37 E Bus Depot to Kanjhawala Village (T),3
DTC,1659,182AUP,182AUP,ISBT Kashmere Gate Terminal to Kanjhawala Village (T),3
DTC,1660,183DOWN,183DOWN,Rohini Sec-15 E-2 to Old Delhi Railway Station,3
DTC,1661,183UP,183UP,Old Delhi Railway Station (T) to Rohini Sec15 E2,3
DTC,1664,185DOWN,185DOWN,Natthupura to Kendriya Terminal (Church Road) /  North Block Lane,3
DTC,3398,185STLDOWN,185STLDOWN,Natthupura Terminal to Burari EV Depot (Inshed),3
DTC,3399,185STLUP,185STLUP,Burari Crossing to BBM  Depot,3
DTC,1665,185UP,185UP,Kendriya Terminal (Church Road) to Natthupura,3
DTC,1670,192DOWN,192DOWN,Keshav Nagar Mukti Ashram to ISBT Nityanand Marg,3
DTC,3400,192STLDOWN,192STLDOWN,Keshav Nagar Mukti Ashram to Burari EV Depot (Inshed),3
DTC,3401,192STLUP,192STLUP,Burari EV Depot (Inshed) to Keshav Nagar Mukti Ashram,3
DTC,1671,192UP,192UP,ISBT Kashmere Gate City Bus Terminal / ISBT Maharana Pratap Bus Terminal to Keshav Nagar Mukti Ashram,3
DTC,1672,193DOWN,193DOWN,Sec A9 Narela / Narela Pocket 13 / A9 to Mori Gate Terminal,3
DTC,1673,193UP,193UP,Mori Gate Terminal to Sec A9 Narela / Narela Pocket 13 / A9,3
DTC,1674,194DOWN,194DOWN,Bakuli Temple to Old Delhi Railway Station,3
DTC,1675,194UP,194UP,Old Delhi Railway Station (T) to Bakuli Temple,3
DTC,1678,199DOWN,199DOWN,Badli Railway Staion / Badli Metro Station to Old Delhi Railway Station (Fatehpuri),3
DTC,1679,199UP,199UP,Old Delhi Railway Station (T) to Samaypur Badli Metro / Badli Railway Staion,3
DTC,1680,19ADOWN,19ADOWN,E Block Jahangir Puri Terminal to YMCA / Palika Kendra,3
DTC,1681,19AUP,19AUP,Regal / Palika Kendra to Jahangirpuri EBlock,3
DTC,1682,19BDOWN,19BDOWN,E Block Jahangir Puri Terminal to Jama Masjid,3
DTC,1683,19BUP,19BUP,Jama Masjid to Jahangirpuri EBlock,3
DTC,1684,19DOWN,19DOWN,E Block Jahangir Puri Terminal to Nizamuddin Railway Station,3
DTC,1685,19UP,19UP,Nizamuddin Railway Station to Jahangirpuri EBlock,3
DTC,1686,202ADOWN,202ADOWN,Anand Vihar ISBT to Old Delhi Railway Station,3
DTC,1687,202AUP,202AUP,Old Delhi Railway Station to Anand Vihar ISBT,3
DTC,1692,205DOWN,205DOWN,New Seema Puri to Old Delhi Railway Station,3
DTC,1693,205UP,205UP,Old Delhi Railway Station to New Seema Puri,3
DTC,1694,206ADOWN,206ADOWN, Mayur Vihar Phase III (T) Paper Market to Bhajanpura,3
DTC,1695,206AUP,206AUP,Bhajanpura to Mayur Vihar Phase III (T) Paper Market,3
DTC,1696,208ADOWN,208ADOWN,Karampura Terminal to Harsh Vihar Terminal,3
DTC,1697,208AUP,208AUP,Harsh Vihar Terminal to Karampura Terminal,3
DTC,1698,208DOWN,208DOWN,Karampura Terminal to Harsh Vihar Terminal,3
DTC,1699,208UP,208UP,Harsh Vihar Terminal to Karampura Terminal,3
DTC,1700,210DOWN,210DOWN,Harsh Vihar Terminal to Kendriya Terminal (Pt. Pant Marg),3
DTC,1701,210UP,210UP,Kendriya Terminal (Pt. Pant Marg) to Harsh Vihar Terminal,3
DTC,3402,211ASTLDOWN,211ASTLDOWN,Trilok Puri 26 Block to Hasanpur Depot,3
DTC,3403,211ASTLUP,211ASTLUP,Hasanpur Depot to TRILOK PURI-26 BLOCK/ Amul Dairy 26-Block / Aggarwal Sweet ,3
DTC,1704,211BDOWN,211BDOWN,Mayur Vihar Phase III (T) Paper Market to Mori Gate Terminal,3
DTC,3404,211BSTLDOWN,211BSTLDOWN,Mayur Vihar Phase III (T) Paper Market to Hasanpur Depot,3
DTC,3405,211BSTLUP,211BSTLUP,Hasanpur Depot to  Mayur Vihar Phase III (T) Paper Market,3
DTC,1705,211BUP,211BUP,Mori Gate Terminal to Mayur Vihar Ph III Paper Market,3
DTC,2830,211CDOWN,211CDOWN,Mayur Vihar Phase-3 Church / Mayur Vihar Ph-III paper Market to Id Ghah,3
DTC,2831,211CUP,211CUP,Id Ghah to Mayur Vihar Ph III Paper Market,3
DTC,1706,211DOWN,211DOWN, Mayur Vihar Phase III (T) Paper Market to Mori Gate Terminal,3
DTC,1707,211UP,211UP,Mori Gate Terminal to Mayur Vihar Phase-3 Church / Mayur Vihar Ph-III paper Market,3
DTC,3406,212BSTLDOWN,212BSTLDOWN,Nand Nagri Depot to Sabha Pur  X-ing,3
DTC,3407,212BSTLUP,212BSTLUP,Sabha Pur X-ing to Nand Nagari Depot,3
DTC,1708,212DOWN,212DOWN,Nand Nagari Terminal to Anand Parvat Terminal,3
DTC,1709,212UP,212UP,Anand Parvat Terminal to Nand Nagari Terminal,3
DTC,1712,213DOWN,213DOWN,Harsh Vihar Terminal to New Delhi Railway Station Gate 2,3
DTC,3408,213STLUP,213STLUP,ISBT Kashmere Gate City Bus Terminal / ISBT Maharana Pratap Bus Terminal to Rajghat Depot,3
DTC,1713,213UP,213UP,New Delhi Railway Station Gate 2 to Harsh Vihar,3
DTC,3409,214BDOWN,214BDOWN,New Seema Puri to Delhi Sachivalaya (Rajghat Power House),3
DTC,3410,214BUP,214BUP,Delhi Sachivalaya (Rajghat Power House) to New Seema Puri,3
DTC,1714,214DOWN,214DOWN,New Seema Puri to PS Kamla Market,3
DTC,1715,214UP,214UP,Kamala Market /  Ajmeri Gate to New Seema Puri,3
DTC,3411,218CSTLDOWN,218CSTLDOWN,Shadipur Depot  to Anand Parvat Terminal,3
DTC,3412,218CSTLUP,218CSTLUP,Anand Parvat Terminal to Shadipur Depot,3
DTC,1719,218DOWN,218DOWN,Shadipur Depot  to Babarpur Ext / Maujpur Crossing,3
DTC,1720,218UP,218UP,Babarpur Ext Terminal to Shadipur Depot,3
DTC,1721,219DOWN,219DOWN,Hiran Kudna Crossing to Old Delhi Railway Station (T),3
DTC,1722,219STLDOWN,219STLDOWN,Hiran Kudna Crossing to Rani Khera Depot 1,3
DTC,1723,219STLUP,219STLUP,Rani Khera Depot 1 to Hiran Kudna Crossing,3
DTC,1724,219UP,219UP,Old Delhi Railway Station (T) to Hiran Kudna Crossing,3
DTC,1725,221DOWN,221DOWN,Anand Vihar ISBT to Mori Gate Terminal,3
DTC,1726,221UP,221UP,Mori Gate Terminal to Anand Vihar ISBT,3
DTC,1727,227ADOWN,227ADOWN,Sabha Pur X-ing to Old Delhi Railway Station,3
DTC,1728,227AUP,227AUP,Old Delhi Railway Station to Sabha Pur  X-ing,3
DTC,1731,229DOWN,229DOWN,Nand Nagari Terminal to Inderlok Metro Station,3
DTC,1732,229UP,229UP,Inderlok Metro Station to Nand Nagari Terminal,3
DTC,1735,232DOWN,232DOWN,D Block Mangolpuri to Old Delhi Railway Station (T),3
DTC,1736,232UP,232UP,Old Delhi Railway Station (T) to PS Mangol Puri,3
DTC,1737,233DOWN,233DOWN,Sayed Gaon Nangloi (T) to Old Delhi Railway Station (T),3
DTC,1738,233STLDOWN,233STLDOWN,Nihal Vihar Xing to ISBT Nityanand Marg,3
DTC,1739,233STLUP,233STLUP,ISBT Nityanand Marg to Sayed Gaon Nangloi (T),3
DTC,1740,233UP,233UP,Old Delhi Railway Station (T) to Sayed Gaon nangloi(T),3
DTC,3413,234ADOWN,234ADOWN,Harsh Vihar Terminal to Tilak Nagar Terminal,3
DTC,3414,234AUP,234AUP,Tilak Nagar Terminal / Tilak Nagar to Harsh Vihar Terminal,3
DTC,1743,234DOWN,234DOWN,Harsh Vihar Terminal to Karampura Terminal,3
DTC,3415,234STLDOWN,234STLDOWN,GTB Nagar to Shadipur Depot ,3
DTC,3416,234STLUP,234STLUP,Shadipur Depot to GTB Nagar / GTB Nagar Metro Station,3
DTC,1744,234UP,234UP,Karampura Terminal to Harsh Vihar Terminal,3
DTC,1745,235DOWN,235DOWN,Nand Nagari Terminal to Wazir Pur JJ Colony,3
DTC,1746,235UP,235UP,Wazirpur JJ Colony to Nand Nagari Terminal,3
DTC,2832,236ADOWN,236ADOWN,Jai Vihar to ISBT Anand Vihar,3
DTC,2833,236AUP,236AUP,Anand Vihar ISBT to Jai Vihar,3
DTC,1747,236DOWN,236DOWN,Qamruddin Nagar Terminal to Anand Vihar (ISBT) / Gazi Pur Telco,3
DTC,1748,236EXTDOWN,236EXTDOWN,Savda Village to Anand Vihar (ISBT) / Gazi Pur Telco,3
DTC,1749,236EXTUP,236EXTUP,Anand Vihar ISBT to Savda Village,3
DTC,1750,236UP,236UP,Anand Vihar ISBT to Qamruddin Nagar Terminal,3
DTC,3337,239DOWN,239DOWN,New Seema Puri to Mori Gate Terminal,3
DTC,3417,239UP,239UP,Mori Gate Terminal to New Seema Puri,3
DTC,1751,241DOWN,241DOWN,Nand Nagari Terminal to Shivaji Stadium Terminal,3
DTC,1752,241UP,241UP,Shivaji Stadium Terminal ( Connaught Place ) to Nand Nagari Terminal,3
DTC,1753,243DOWN,243DOWN,Nand Nagari Terminal to DDA Flats Kalkaji,3
DTC,1754,243UP,243UP,DDA Flats Kalkaji to Nand Nagari Terminal,3
DTC,1756,244DOWN,244DOWN,Nehru Place Terminal to Nand Nagari Terminal,3
DTC,1755,244UP,244UP,Nand Nagari Terminal to Nehru Place Terminal,3
DTC,1759,247DOWN,247DOWN,Kanjhawala Chowk to ISBT Kashmere Gate Terminal,3
DTC,1760,247UP,247UP,ISBT Kashmere Gate Terminal to Kanjhawla Chowk,3
DTC,1761,248DOWN,248DOWN,Johri Pur to Mori Gate Terminal,3
DTC,1762,248UP,248UP,Mori Gate Terminal to Johri Pur,3
DTC,1763,253DOWN,253DOWN,C 4 Yamuna Vihar crossing / Yamuna Vihar C-4 Terminal to Mori Gate Terminal,3
DTC,1764,253UP,253UP,Mori Gate Terminal to  C-Block Yamuna Vihar / C4 YAMUNA VIHAR TERMINAL,3
DTC,1769,258DOWN,258DOWN,CHAUHAN PATTI (TERMINAL) to Mori Gate Terminal,3
DTC,1770,258SPLDOWN,258SPLDOWN,Chauhan Patti (Terminal) to New Delhi Railway Station Gate 2,3
DTC,1771,258SPLUP,258SPLUP,New Delhi Railway Station Gate 2 to Chauhan Patti (Terminal),3
DTC,1772,258UP,258UP,Mori Gate Terminal to CHAUHAN PATTI (TERMINAL),3
DTC,1773,259DOWN,259DOWN,Harsh Vihar Terminal to Jahangirpuri EBlock,3
DTC,1774,259UP,259UP,E Block Jahangir Puri Terminal to Harsh Vihar Terminal,3
DTC,3418,260DOWN,260DOWN,C 4 Yamuna Vihar crossing / Yamuna Vihar C-4 Terminal to Kendriya Terminal (Pt. Pant Marg),3
DTC,3419,260UP,260UP,Kendriya Terminal (Pt. Pant Marg) to  C-Block Yamuna Vihar / C4 YAMUNA VIHAR TERMINAL,3
DTC,1775,261DOWN,261DOWN,Nand Nagari Terminal to ISBT Sarai Kale Khan,3
DTC,3420,261STLDOWN,261STLDOWN,Nand Nagri Depot to Gokul Puri Terminal / Gokul Puri,3
DTC,3421,261STLUP,261STLUP,Gokul Puri Terminal to Nand Nagari Depot,3
DTC,1776,261UP,261UP,Sarai Kale Khan ISBT to Nand Nagari Terminal,3
DTC,3422,270DOWN,270DOWN,Karawal Nagar Terminal to Kendriya Terminal (Pt. Pant Marg),3
DTC,3423,270UP,270UP,Kendriya Terminal (Pt. Pant Marg) to Karawal Nagar Terminal,3
DTC,1785,273DOWN,273DOWN,Harsh Vihar Terminal to Shivaji Stadium Terminal,3
DTC,1786,273UP,273UP,Shivaji Stadium Terminal ( Connaught Place ) to Harsh Vihar Terminal,3
DTC,1787,274DOWN,274DOWN,Okhla Extension (Abul Fazl Encalve) to BabarPur Extension Terminal,3
DTC,1788,274UP,274UP,BabarPur Extension Terminal to Okhla Extension (Abul Fazl Encalve),3
DTC,1791,306DOWN,306DOWN,Kalyan Puri Terminal to Nehru Place ,3
DTC,1792,306UP,306UP,Nehru Place Terminal to  Kalyanpuri,3
DTC,1793,307ADOWN,307ADOWN,Mayur Vihar Phase-II - Pkt C - Metro Station - Terminal to New Delhi Railway Station Gate 2,3
DTC,3424,307ASTLUP,307ASTLUP,RAJ GHAT DEPOT 3 to New Delhi Railway Station Gate 2,3
DTC,1794,307AUP,307AUP,New Delhi Railway Station Gate 2 to Mayur Vihar Phase 2 Pkt A / Mayur Vihar Phase-2 Market /(TERMINAL),3
DTC,3425,307BSTLDOWN,307BSTLDOWN,Kamala Market /  Ajmeri Gate to Rajghat Depot,3
DTC,3426,307BSTLUP,307BSTLUP,Rajghat Depot to New Delhi Railway Station Gate 2,3
DTC,1795,307DOWN,307DOWN,Trilokpuri 27/31 block to Ajmeri Gate / Kamla Market,3
DTC,1796,307UP,307UP,Ajmeri Gate / Kamla Market to Trilokpuri 27/31 block,3
DTC,1797,309DOWN,309DOWN,Kalyan Puri Terminal to Anand Parvat Terminal,3
DTC,1798,309UP,309UP,Anand Parvat Terminal to  Kalyanpuri,3
DTC,1799,310DOWN,310DOWN,Jheel Terminal to Inder Puri,3
DTC,1800,310UP,310UP,Inder Puri JJ Colony to Jheel Terminal,3
DTC,3427,313LSPLDOWN,313LSPLDOWN,Inder Puri JJ Colony to Delhi Secretariat,3
DTC,3428,313LSPLUP,313LSPLUP,Delhi Secretariat to Inder Puri JJ Colony,3
DTC,1803,316DOWN,316DOWN,Jheel Terminal to Karampura Terminal,3
DTC,1804,316UP,316UP,Karampura Terminal to Jheel Terminal,3
DTC,3429,317ASTLDOWN,317ASTLDOWN,Jheel Terminal to Rajghat Depot,3
DTC,3430,317ASTLUP,317ASTLUP,Rajghat Depot to Jheel Terminal,3
DTC,1807,318DOWN,318DOWN,Karampura Terminal to ISBT Sarai Kale Khan,3
DTC,1808,318UP,318UP,Sarai Kale Khan ISBT to Karampura Terminal,3
DTC,1809,319ADOWN,319ADOWN,Noida Sec-43 Police Chowki SadarPur to Shahdra Terminal,3
DTC,1810,319AUP,319AUP,Shahdara Terminal to Noida Sec 43 Police Chowki,3
DTC,1811,319DOWN,319DOWN,Noida Sec 43 Police Chowki to Shahdara Terminal,3
DTC,1812,319UP,319UP,Shahdara Terminal to Noida Sec 43 Police Chowki,3
DTC,1813,323DOWN,323DOWN,Noida Sec-62 (Electronic City) to Dhaula Kuan (Ring Road),3
DTC,1814,323UP,323UP,Dhaula Kuan (Ring Road) to Noida Sec 62 (Eletronic City),3
DTC,1815,333DOWN,333DOWN,ISBT Anand Vihar Terminal to E Block Jahangir Puri Terminal,3
DTC,3431,333STLDOWN,333STLDOWN,C4 Yamuna Vihar Crossing / C-4 Yamuna Vihar to BBM  Depot,3
DTC,3432,333STLUP,333STLUP,BBM  Depot to  C-Block Yamuna Vihar / C4 YAMUNA VIHAR TERMINAL,3
DTC,1816,333UP,333UP,E Block Jahangir Puri Terminal to Anand Vihar (ISBT) / Gazi Pur Telco,3
DTC,1819,335DOWN,335DOWN,Nand Nagari Terminal to IIT Gate,3
DTC,1820,335UP,335UP,Hauz Khass Terminal to Nand Nagari Terminal,3
DTC,3433,336DOWN,336DOWN,Munirka Village (T) to New Seema Puri,3
DTC,3434,336UP,336UP,New Seema Puri to Munirka Village (T),3
DTC,1825,33ADOWN,33ADOWN,Noida Sec-43 Police Chowki SadarPur to Chauhan Patti (Terminal),3
DTC,1826,33AUP,33AUP,Chauhan Patti (Terminal) to Noida Sec 43 Police Chowki,3
DTC,1829,33DOWN,33DOWN,Noida Sec-43 Police Chowki SadarPur to Bhajanpura,3
DTC,1830,33UP,33UP,Bhajanpura to Noida Sec 43 Police Chowki,3
DTC,1831,340DOWN,340DOWN,Nand Nagari Terminal to Kendriya Terminal / Gurudwara Rakab Gunj,3
DTC,1832,340UP,340UP,Kendriya Terminal (Pt. Pant Marg) to Nand Nagari Terminal,3
DTC,1835,344DOWN,344DOWN,Kalyan Puri Terminal to Hauz Khas Terminal,3
DTC,1836,344UP,344UP,Hauz Khass Terminal to  Kalyanpuri,3
DTC,1839,347DOWN,347DOWN,Noida Sec-35-51 to ISBT Kashmere Gate City Bus Terminal / ISBT Maharana Pratap Bus Terminal,3
DTC,1840,347UP,347UP,ISBT Kashmiri Gate to Noida Sec-35-51,3
DTC,1841,348DOWN,348DOWN, Mayur Vihar Phase III (T) Paper Market to Mori Gate Terminal,3
DTC,1842,348UP,348UP,Mori Gate Terminal to  Mayur Vihar Phase III (T) Paper Market,3
DTC,1843,349ADOWN,349ADOWN,Mayur Vihar Phase 2 Pkt C Metro Station to Shivaji Stadium Terminal,3
DTC,1844,349AUP,349AUP,Shivaji Stadium Terminal ( Connaught Place ) to Mayur Vihar Phase-II Pocket-A,3
DTC,1845,349DOWN,349DOWN,Mayur Vihar Phase 2 Pkt C Metro Station to Kendriya Terminal (Church Road) /  North Block Lane,3
DTC,1846,349UP,349UP,Kendriya Terminal (Pt. Pant Marg) to Mayur Vihar Phase-II - Pkt C - Metro Station - Terminal,3
DTC,1847,34ADOWN,34ADOWN, Mayur Vihar Phase III (T) Paper Market to Lado Sarai,3
DTC,1848,34AUP,34AUP,Lado Sarai Crossing to Mayur Vihar Phase-3 Church / Mayur Vihar Ph-III paper Market,3
DTC,1849,34DOWN,34DOWN,Noida Sector-32 Terminal to Mehrauli Terminal,3
DTC,1850,34UP,34UP,Mehrauli Terminal to Noida Sector-32,3
DTC,1853,352DOWN,352DOWN,Shahdara Terminal to Wazir Pur JJ Colony,3
DTC,1854,352UP,352UP,Wazirpur JJ Colony to Shahdara Terminal,3
DTC,1855,353DOWN,353DOWN,Babarpur Ext Terminal to Anand Parvat Terminal,3
DTC,1856,353UP,353UP,Anand Parvat Terminal to Babarpur Ext / Maujpur Crossing,3
DTC,1859,355DOWN,355DOWN,Noida Sector-32 Terminal to Anand Parvat Terminal,3
DTC,1860,355UP,355UP,Anand Parvat Terminal to Noida Sector-32,3
DTC,1861,356DOWN,356DOWN,Mehrauli Terminal to Mayur Vihar Phase III (T) Paper Market,3
DTC,3435,356STLDOWN,356STLDOWN,Hamdard Nagar / Sangam Vihar to Okhla Depot IV CWS IIb / Tehkhand Village,3
DTC,3436,356STLUP,356STLUP,Okhla Depot IV CWS II to Hamdard Nagar / Sangam Vihar,3
DTC,1864,356UP,356UP,Mayur Vihar Phase III (T) to Mehrauli Terminal,3
DTC,1869,374DOWN,374DOWN,Nand Nagari Terminal to Nehru Place Terminal,3
DTC,1870,374UP,374UP,Nehru Place  to Nand Nagari Terminal,3
DTC,1873,378DOWN,378DOWN, Mayur Vihar Phase III (T) Paper Market to Kendriya Terminal (Church Road) /  North Block Lane,3
DTC,1874,378UP,378UP,Kendriya Terminal (Church Road) /  North Block Lane to Mayur Vihar Phase-3 Church / Mayur Vihar Ph-III paper Market,3
DTC,1877,391DOWN,391DOWN,Kalyan Puri Terminal to Kendriya Terminal (Church Road) /  North Block Lane,3
DTC,1878,391UP,391UP,Kendriya Terminal (Church Road) /  North Block Lane to Kalyan Puri ,3
DTC,1879,392BDOWN,392BDOWN,Noida Sec-62 (Electronic City) to IGI Airport Terminal 2 (Air India Office),3
DTC,1880,392BUP,392BUP,IGI Airport Terminal 2 (Air India Office) to Noida Sec 62 (Eletronic City),3
DTC,1881,392DOWN,392DOWN,Noida Sec-62 (Electronic City) to Dhaula Kuan (Ring Road),3
DTC,3338,392STLDOWN,392STLDOWN,Noida Sec-62 (Electronic City) to MAYA PURI DEPOT,3
DTC,3339,392STLUP,392STLUP,Maya Puri Depot to Noida Sec 62 (Eletronic City),3
DTC,1882,392UP,392UP,Dhaula Kuan (Ring Road) to Noida Sec 62 (Eletronic City),3
DTC,3437,396DOWN,396DOWN,New Seema Puri to Nizamuddin Railway Station,3
DTC,3438,396STLDOWN,396STLDOWN,Nizamuddin Railway Station to Indraprastha Depot,3
DTC,3439,396STLUP,396STLUP,Indraprastha Depot to Nizamuddin Railway Station,3
DTC,3440,396UP,396UP,Nizamuddin Railway Station to New Seema Puri,3
DTC,1883,398DOWN,398DOWN, Mayur Vihar Phase III (T) Paper Market to ARSD College / Dhaula Kuan,3
DTC,1884,398UP,398UP,Dhaula Kuan (Ring Road) to Mayur Vihar Phase III (T) Paper Market,3
DTC,1885,39ADOWN,39ADOWN,Tri Nagar / Jai Mata Market Tri Nagar Terminal to ISBT Anand Vihar Terminal,3
DTC,1886,39AUP,39AUP,Anand Vihar ISBT to Tri Nagar / Jai Mata Market Tri Nagar Terminal,3
DTC,1887,39DOWN,39DOWN,Tri Nagar / Jai Mata Market Tri Nagar Terminal to Jheel Terminal,3
DTC,1888,39STLDOWN,39STLDOWN,Anand Parvat Terminal to Jheel Terminal,3
DTC,1889,39STLUP,39STLUP,Jheel Terminal to Anand Parvat Terminal,3
DTC,1890,39UP,39UP,Jheel Terminal to Tri Nagar / Jai Mata Market Tri Nagar Terminal,3
DTC,1891,400DOWN,400DOWN,Okhla Extension (Abul Fazl Encalve) to Vivekanand Marg / Minto Road,3
DTC,1892,400UP,400UP,Vivekanand Marg / Minto Road to Okhla Extension (Abul Fazl Encalve),3
DTC,1893,402DOWN,402DOWN,Okhla Extension (Abul Fazl Encalve) to Mori Gate Terminal,3
DTC,1894,402UP,402UP,Mori Gate Terminal to Okhla Extension (Abul Fazl Encalve),3
DTC,1895,403DOWN,403DOWN,Okhla Extension (Abul Fazl Encalve) to ISBT Kashmere Gate City Bus Terminal / ISBT Maharana Pratap Bus Terminal,3
DTC,3441,403STLDOWN,403STLDOWN,Okhla Extension (Abul Fazl Encalve) to Okhla Depot IV CWS IIb / Tehkhand Village,3
DTC,3442,403STLUP,403STLUP,Okhla Depot IV CWS II to Okhla Extension (Abul Fazl Encalve),3
DTC,1896,403UP,403UP,ISBT Kashmere Gate Terminal to Okhla Extension (Abul Fazl Encalve),3
DTC,2834,404DOWN,404DOWN,Madan Pur Khadar Village to Old Delhi Railway Station (T),3
DTC,2835,404UP,404UP,Old Delhi Railway Station to Madan Pur Khadar Village,3
DTC,1899,405DOWN,405DOWN,Badarpur Border (T) to Mori Gate Terminal,3
DTC,3443,405STLDOWN,405STLDOWN,Kushak Nallah Depot to Delhi Sectt Gate No 7 (End),3
DTC,3444,405STLUP,405STLUP,Delhi Sectt Gate No 7 (Start) to Kushak Nallah Depot,3
DTC,1900,405UP,405UP,Mori Gate Terminal to Badarpur Border (T),3
DTC,1901,408DOWN,408DOWN,Nizamuddin Railway Station to Raghubir Nagar F Block,3
DTC,1902,408UP,408UP,Raghubir Nagar F Block to Nizamuddin Railway Station,3
DTC,1905,410DOWN,410DOWN,Jal Vihar Terminal to Subhash Nagar Crossing / Mukherji Park,3
DTC,3445,410STLDOWN,410STLDOWN,Subhash Nagar Crossing / Mukherji Park to Keshopur Depot,3
DTC,3446,410STLUP,410STLUP,Keshopur Depot to Subhash Nagar Crossing / Mukherji Park,3
DTC,1906,410UP,410UP,Subhash Nagar Crossing / Mukherji Park to Jal Vihar Terminal,3
DTC,1907,411DOWN,411DOWN,Lado Sarai Firni Road (T) to Mori Gate Terminal,3
DTC,1908,411UP,411UP,Mori Gate Terminal to Lado Sarai Firni Road (T),3
DTC,2976,412DOWN,412DOWN,C 4 Yamuna Vihar crossing / Yamuna Vihar C-4 Terminal to Nehru Place Terminal,3
DTC,2977,412UP,412UP,Nehru Place Terminal to  C-Block Yamuna Vihar / C4 YAMUNA VIHAR TERMINAL,3
DTC,1909,413DOWN,413DOWN,Mehrauli Terminal to Nizamuddin Railway Station,3
DTC,1910,413UP,413UP,Nizamuddin Railway Station to Mehrauli Terminal,3
DTC,1911,418ADOWN,418ADOWN,Badarpur Border(T) to Shahdara Terminal,3
DTC,1912,418AUP,418AUP,Shahdara Terminal to Badarpur Border (T),3
DTC,1913,419DOWN,419DOWN,Lado Sarai to ISBT Kashmere Gate City Bus Terminal / ISBT Maharana Pratap Bus Terminal,3
DTC,1914,419UP,419UP,ISBT Kashmere Gate Terminal to Lado Sarai Firni Road (T),3
DTC,1915,423DOWN,423DOWN,Lado Sarai to Mori Gate Terminal,3
DTC,1916,423UP,423UP,Mori Gate Terminal to Lado Sarai Firni Road (T),3
DTC,1917,424DOWN,424DOWN,Institutional Area Vasant Kunj to Nehru Place Terminal,3
DTC,1918,424UP,424UP,Nehru Place Terminal to Institutional Area Vasant Kunj,3
DTC,1919,425DOWN,425DOWN,Hamdard Nagar / Sangam Vihar to ISBT Kashmere Gate City Bus Terminal / ISBT Maharana Pratap Bus Terminal,3
DTC,1920,425UP,425UP,ISBT Kashmere Gate Terminal to Hamdard Nagar / Sangam Vihar,3
DTC,1923,427DOWN,427DOWN,Mehrauli Terminal to Nizamuddin Railway Station,3
DTC,3447,427STLDOWN,427STLDOWN,Mehrauli Terminal to Jal Vihar Terminal,3
DTC,3448,427STLUP,427STLUP,Jal Vihar Terminal to Mehrauli Terminal,3
DTC,1924,427UP,427UP,Nizamuddin Railway Station to Mehrauli Terminal,3
DTC,1925,428DOWN,428DOWN,Aya Nagar Terminal to Nehru Place Terminal,3
DTC,1926,428UP,428UP,Nehru Place Terminal to Aya Nagar Terminal,3
DTC,1927,429DOWN,429DOWN,Alaknanda Apartments to Kashmere Gate City Bus Terminal,3
DTC,3340,429STLDOWN,429STLDOWN,Okhla Depot IV CWS II to DDA Flats KalkaJi,3
DTC,3341,429STLUP,429STLUP,DDA Flats Kalkaji to Okhla Depot IV CWS IIb / Tehkhand Village,3
DTC,1928,429UP,429UP,ISBT Kashmere Gate Terminal to Alaknanda Apartments,3
DTC,1929,433ADOWN,433ADOWN,Central Workshop II to Safdurjung Terminal,3
DTC,1930,433AUP,433AUP,Safdurjung Terminal to Central Work Shop II,3
DTC,3449,433BDOWN,433BDOWN,Badarpur Border(T) to New Delhi Railway Station Gate 2,3
DTC,3450,433BUP,433BUP,New Delhi Railway Station Gate 2 to Badarpur Border (T),3
DTC,1931,433DOWN,433DOWN,Badarpur Border(T) to New Delhi Railway Station Gate 2,3
DTC,3451,433EXTDOWN,433EXTDOWN,TUGHLAQABAD VILLAGE XING to Lajpat Nagar Ring Road,3
DTC,3452,433EXTSTLDOWN,433EXTSTLDOWN,TUGHLAQABAD VILLAGE XING to Okhla Depot IV CWS IIb / Tehkhand Village,3
DTC,3453,433EXTSTLUP,433EXTSTLUP,Okhla Depot IV CWS II to TUGHLAQABAD VILLAGE XING,3
DTC,3454,433EXTUP,433EXTUP,Lajpat Nagar (Ring Road) to TUGHLAQABAD VILLAGE XING,3
DTC,1932,433UP,433UP,New Delhi Railway Station Gate 2 to Badarpur Border (T),3
DTC,1933,434DOWN,434DOWN,Bhati Mines (T) to Jasola Vihar,3
DTC,3342,434STLDOWN,434STLDOWN,Jasola Vihar to Okhla Depot IV CWS IIb / Tehkhand Village,3
DTC,3343,434STLUP,434STLUP,Okhla Depot IV CWS II to Jasola Vihar,3
DTC,1934,434UP,434UP,Jasola Vihar to Bhati Mines (T),3
DTC,1935,440ADOWN,440ADOWN,Badarpur Border(T) to New Delhi Railway Station Gate 2,3
DTC,1936,440AUP,440AUP,New Delhi Railway Station Gate 2 to Badarpur Border (T),3
